Day of Week,Entry Time,Exit Time,Meal Type,Number of People,Time Spent (minutes),Bill Amount ($),Gender,Table Location,Reservation,Customer Satisfaction,Live Music,Age Group,Weather Condition
Saturday,20:52,23:07,Breakfast,1,135,149.32,Other,Booth,No,2,Yes,18-24,Cloudy
Monday,14:16,14:57,Dinner,6,41,31.54,Female,Window,No,2,No,18-24,Cloudy
Monday,12:54,14:28,Dinner,2,94,144.64,Other,Booth,Yes,2,Yes,56+,Sunny
Sunday,18:41,21:36,Lunch,1,175,72.86,Other,Window,Yes,1,No,36-45,Cloudy
Tuesday,21:04,21:56,Dinner,1,52,89.1,Other,Window,No,3,No,46-55,Clear
Sunday,12:30,14:57,Lunch,3,147,87.74,Female,Window,Yes,3,No,56+,Clear
Sunday,15:31,16:43,Lunch,3,72,18.39,Female,Booth,Yes,3,Yes,36-45,Sunny
Tuesday,09:40,11:39,Lunch,3,119,46.34,Female,Window,Yes,2,No,46-55,Rainy
Tuesday,08:51,10:02,Breakfast,5,71,44.69,Other,Booth,No,2,No,18-24,Sunny
Monday,09:53,12:46,Dinner,5,173,109.89,Male,Booth,Yes,2,No,56+,Cloudy
Sunday,09:05,10:48,Lunch,6,103,82.98,Female,Window,No,1,Yes,46-55,Sunny
Thursday,06:38,07:51,Breakfast,2,73,91.02,Other,Window,No,4,No,25-35,Clear
Wednesday,15:28,18:28,Lunch,3,180,58.75,Female,Booth,No,3,Yes,18-24,Clear
Saturday,16:50,18:15,Dinner,5,85,131.59,Female,Window,No,5,No,46-55,Cloudy
Saturday,06:12,06:59,Dinner,1,47,141.33,Other,Booth,Yes,1,Yes,25-35,Sunny
Monday,17:05,18:18,Dinner,2,73,148.63,Other,Outdoor,Yes,1,No,56+,Clear
Monday,20:33,21:16,Breakfast,5,43,135.05,Female,Window,Yes,3,Yes,36-45,Rainy
Friday,17:16,20:03,Lunch,1,167,128.87,Female,Window,No,4,Yes,36-45,Clear
Monday,11:22,13:17,Dinner,4,115,144.36,Male,Window,No,3,Yes,56+,Sunny
Friday,21:54,00:23,Dinner,3,149,19,Female,Window,No,3,No,46-55,Cloudy
Friday,08:04,10:27,Breakfast,2,143,25.23,Other,Outdoor,Yes,3,Yes,36-45,Clear
Friday,15:22,18:02,Dinner,6,160,17.29,Other,Outdoor,Yes,4,No,18-24,Clear
Saturday,19:53,21:57,Breakfast,4,124,70.65,Female,Outdoor,No,2,Yes,36-45,Cloudy
Wednesday,19:28,21:14,Dinner,5,106,57.62,Other,Window,Yes,1,No,46-55,Clear
Sunday,14:04,16:17,Dinner,1,133,54.31,Female,Booth,No,5,Yes,25-35,Cloudy
Sunday,07:36,08:07,Lunch,2,31,33.76,Female,Window,No,2,No,56+,Cloudy
Sunday,12:48,13:23,Dinner,6,35,141.5,Male,Booth,Yes,3,Yes,56+,Sunny
Wednesday,20:03,20:53,Breakfast,6,50,90.27,Male,Window,Yes,3,No,36-45,Sunny
Sunday,21:05,23:15,Lunch,3,130,126.02,Other,Booth,Yes,1,Yes,36-45,Sunny
Tuesday,12:24,13:17,Lunch,2,53,86.25,Other,Outdoor,Yes,1,Yes,18-24,Clear
Sunday,21:07,23:57,Lunch,5,170,103.63,Male,Window,Yes,2,No,56+,Rainy
Sunday,19:34,20:31,Dinner,1,57,110.21,Female,Window,No,4,Yes,25-35,Sunny
Monday,21:13,23:16,Dinner,2,123,132.92,Male,Booth,Yes,3,No,25-35,Rainy
Saturday,13:04,14:50,Dinner,1,106,68.43,Female,Booth,Yes,3,No,56+,Clear
Wednesday,06:54,08:02,Lunch,1,68,146.98,Female,Window,No,1,No,25-35,Cloudy
Saturday,06:58,09:01,Breakfast,6,123,40.92,Male,Window,No,1,No,46-55,Sunny
Tuesday,17:03,19:14,Breakfast,2,131,110.7,Other,Booth,No,3,No,56+,Sunny
Saturday,16:53,18:05,Breakfast,1,72,129.98,Other,Booth,No,3,No,56+,Rainy
Sunday,14:22,16:39,Lunch,5,137,14.79,Female,Window,No,4,Yes,46-55,Sunny
Thursday,14:34,16:04,Breakfast,1,90,142.21,Male,Window,Yes,1,Yes,56+,Sunny
Sunday,14:55,17:14,Breakfast,6,139,95.9,Female,Outdoor,Yes,5,Yes,18-24,Sunny
Monday,12:09,14:50,Dinner,1,161,21.4,Female,Outdoor,Yes,5,No,56+,Sunny
Saturday,07:51,09:19,Breakfast,5,88,81.01,Other,Outdoor,Yes,4,No,25-35,Cloudy
Wednesday,10:27,13:05,Lunch,5,158,78.61,Female,Outdoor,No,2,Yes,46-55,Cloudy
Saturday,21:10,23:00,Lunch,6,110,33.97,Male,Outdoor,Yes,2,No,18-24,Clear
Friday,11:07,11:40,Breakfast,5,33,94.44,Female,Window,Yes,1,Yes,36-45,Rainy
Tuesday,09:02,12:00,Breakfast,1,178,90.96,Female,Window,No,1,Yes,18-24,Sunny
Wednesday,09:17,10:51,Breakfast,3,94,88.88,Female,Booth,Yes,3,Yes,46-55,Sunny
Saturday,13:48,14:25,Lunch,5,37,93.38,Female,Window,Yes,5,Yes,36-45,Rainy
Wednesday,20:30,23:21,Dinner,5,171,30.31,Male,Outdoor,No,2,No,25-35,Clear
Saturday,12:55,15:15,Breakfast,1,140,98.39,Female,Outdoor,No,5,No,46-55,Sunny
Thursday,11:16,12:24,Breakfast,6,68,126.54,Other,Outdoor,Yes,2,Yes,25-35,Rainy
Friday,08:07,09:30,Breakfast,4,83,18.04,Other,Booth,No,3,Yes,25-35,Sunny
Thursday,11:05,13:30,Dinner,6,145,78.57,Other,Booth,Yes,2,Yes,36-45,Cloudy
Friday,15:14,16:05,Lunch,6,51,136.49,Male,Outdoor,Yes,1,Yes,56+,Cloudy
Friday,08:55,09:42,Breakfast,4,47,12.83,Male,Window,No,5,Yes,18-24,Sunny
Sunday,18:01,19:07,Breakfast,2,66,36.99,Male,Window,Yes,3,No,46-55,Cloudy
Friday,12:00,14:16,Breakfast,2,136,57.19,Female,Outdoor,Yes,2,No,25-35,Clear
Thursday,18:16,20:20,Breakfast,2,124,101.37,Female,Booth,Yes,5,Yes,46-55,Rainy
Monday,06:44,08:18,Breakfast,2,94,118.89,Female,Booth,Yes,5,Yes,36-45,Clear
Monday,17:25,18:45,Lunch,3,80,137.03,Male,Window,No,4,No,25-35,Rainy
Sunday,11:00,11:32,Breakfast,3,32,30.56,Female,Booth,No,4,No,25-35,Cloudy
Tuesday,19:04,20:34,Dinner,2,90,16.3,Female,Outdoor,No,5,No,46-55,Clear
Sunday,11:25,14:22,Breakfast,6,177,37.98,Other,Booth,No,2,Yes,25-35,Sunny
Friday,20:31,21:09,Dinner,1,38,60.15,Male,Booth,No,1,No,25-35,Rainy
Sunday,19:51,21:39,Breakfast,1,108,79.78,Male,Booth,No,5,Yes,36-45,Clear
Friday,18:58,20:41,Breakfast,1,103,48.9,Male,Booth,No,2,No,36-45,Sunny
Thursday,10:32,13:26,Lunch,5,174,55.56,Female,Window,Yes,4,No,36-45,Sunny
Tuesday,18:28,20:01,Breakfast,2,93,23.97,Other,Window,No,4,No,25-35,Rainy
Thursday,09:51,11:01,Dinner,1,70,51.74,Female,Window,Yes,1,Yes,56+,Rainy
Friday,11:21,13:28,Lunch,5,127,71.48,Female,Window,Yes,5,Yes,36-45,Rainy
Wednesday,08:53,11:27,Lunch,1,154,145.06,Female,Window,No,1,Yes,36-45,Cloudy
Saturday,08:08,09:46,Dinner,2,98,82.06,Female,Booth,Yes,4,No,46-55,Rainy
Saturday,13:24,14:53,Dinner,4,89,147.06,Other,Booth,Yes,5,No,36-45,Cloudy
Friday,07:00,07:55,Dinner,3,55,74.47,Other,Outdoor,Yes,2,Yes,46-55,Clear
Saturday,12:48,15:47,Breakfast,3,179,72.14,Other,Window,Yes,5,Yes,36-45,Rainy
Sunday,11:54,14:33,Breakfast,2,159,103.36,Male,Booth,Yes,1,Yes,46-55,Sunny
Tuesday,13:34,14:44,Breakfast,4,70,12.91,Female,Booth,Yes,1,No,36-45,Rainy
Friday,16:00,17:03,Lunch,1,63,33.55,Other,Outdoor,Yes,5,Yes,46-55,Cloudy
Monday,13:03,13:41,Dinner,6,38,46.73,Female,Outdoor,Yes,3,No,36-45,Rainy
Sunday,15:15,16:53,Dinner,2,98,23.1,Male,Booth,Yes,1,No,18-24,Sunny
Wednesday,15:06,17:21,Lunch,1,135,28.09,Male,Booth,No,2,Yes,46-55,Clear
Thursday,18:11,20:38,Lunch,6,147,106.47,Male,Booth,Yes,2,Yes,56+,Cloudy
Monday,10:59,11:34,Breakfast,3,35,101.4,Female,Booth,No,4,No,25-35,Cloudy
Thursday,09:07,10:05,Breakfast,5,58,80.93,Other,Window,Yes,1,Yes,46-55,Cloudy
Tuesday,06:33,09:23,Dinner,2,170,52.09,Female,Window,Yes,4,Yes,46-55,Clear
Tuesday,14:31,16:13,Breakfast,3,102,119.34,Male,Booth,No,4,Yes,18-24,Clear
Wednesday,14:25,15:13,Dinner,5,48,19.05,Female,Booth,No,2,No,36-45,Cloudy
Saturday,06:46,09:04,Lunch,2,138,114.6,Other,Booth,Yes,3,Yes,56+,Rainy
Tuesday,12:01,14:53,Breakfast,5,172,102.95,Other,Outdoor,No,5,No,25-35,Clear
Friday,09:29,11:36,Dinner,5,127,24.66,Female,Window,Yes,1,Yes,56+,Cloudy
Saturday,07:57,09:18,Lunch,6,81,45.99,Male,Outdoor,No,5,No,36-45,Cloudy
Tuesday,17:34,18:45,Breakfast,6,71,10.2,Male,Booth,No,5,Yes,46-55,Rainy
Thursday,19:28,20:08,Breakfast,1,40,46.79,Other,Window,No,1,Yes,56+,Sunny
Friday,10:21,11:04,Breakfast,2,43,91.18,Other,Window,No,4,Yes,18-24,Sunny
Thursday,21:15,00:11,Lunch,6,176,53.05,Male,Outdoor,Yes,4,No,36-45,Sunny
Tuesday,16:56,18:33,Lunch,3,97,146.74,Other,Window,No,5,Yes,25-35,Clear
Sunday,20:14,22:19,Breakfast,2,125,133.97,Other,Window,No,4,No,36-45,Sunny
Wednesday,17:43,20:12,Breakfast,2,149,79,Other,Booth,Yes,4,No,25-35,Sunny
Monday,17:23,18:59,Breakfast,4,96,111.68,Other,Booth,Yes,3,No,25-35,Clear
Friday,17:07,19:27,Dinner,5,140,118.95,Other,Outdoor,Yes,2,No,18-24,Rainy
Monday,07:00,07:43,Lunch,4,43,46.7,Male,Booth,No,2,Yes,46-55,Sunny
Tuesday,13:16,14:36,Lunch,4,80,25.56,Other,Outdoor,No,3,Yes,18-24,Cloudy
Sunday,18:14,20:14,Lunch,1,120,114.38,Other,Outdoor,No,1,Yes,46-55,Cloudy
Sunday,16:31,17:19,Breakfast,1,48,71.12,Female,Window,No,5,No,46-55,Rainy
Tuesday,10:41,11:57,Dinner,2,76,36.66,Other,Outdoor,No,1,Yes,18-24,Rainy
Sunday,12:54,15:12,Dinner,3,138,137.64,Male,Window,No,5,Yes,25-35,Cloudy
Monday,07:23,09:51,Lunch,3,148,114.23,Male,Window,Yes,1,Yes,36-45,Sunny
Sunday,13:42,14:20,Lunch,3,38,30.07,Female,Booth,No,1,No,56+,Rainy
Saturday,14:28,16:30,Lunch,3,122,22.93,Female,Window,Yes,3,Yes,56+,Sunny
Sunday,21:00,22:45,Lunch,3,105,116.19,Male,Booth,Yes,2,No,36-45,Clear
Friday,17:10,18:28,Dinner,3,78,85.81,Female,Booth,Yes,4,No,18-24,Sunny
Tuesday,10:49,12:42,Breakfast,5,113,82.48,Other,Window,No,1,No,18-24,Rainy
Wednesday,14:21,16:36,Dinner,4,135,116.21,Other,Window,No,1,Yes,25-35,Cloudy
Saturday,19:09,21:11,Lunch,2,122,93.53,Male,Booth,Yes,1,No,18-24,Clear
Saturday,06:38,08:42,Dinner,6,124,85.7,Other,Window,Yes,1,Yes,56+,Sunny
Tuesday,17:59,20:38,Lunch,6,159,71.72,Male,Outdoor,Yes,3,Yes,25-35,Cloudy
Monday,21:48,23:51,Breakfast,1,123,14.89,Female,Booth,No,4,No,18-24,Clear
Thursday,21:15,23:40,Lunch,3,145,135.88,Other,Outdoor,No,1,No,18-24,Clear
Sunday,15:15,16:30,Dinner,6,75,48.06,Female,Booth,No,5,No,56+,Rainy
Wednesday,09:44,12:21,Dinner,6,157,10.6,Male,Window,No,3,No,46-55,Rainy
Sunday,21:43,22:44,Breakfast,4,61,101.53,Other,Booth,No,2,No,36-45,Rainy
Thursday,20:42,21:50,Lunch,3,68,90.73,Male,Outdoor,Yes,3,Yes,25-35,Cloudy
Friday,09:34,12:32,Lunch,1,178,101.37,Male,Outdoor,No,4,No,18-24,Cloudy
Wednesday,14:03,15:43,Lunch,2,100,78.8,Female,Booth,Yes,5,No,46-55,Rainy
Thursday,08:11,10:24,Lunch,4,133,149.44,Other,Window,No,2,Yes,18-24,Clear
Wednesday,08:46,09:18,Lunch,3,32,136.06,Female,Booth,No,2,No,18-24,Cloudy
Sunday,07:22,07:53,Lunch,6,31,99.04,Male,Window,No,3,Yes,36-45,Cloudy
Thursday,20:52,23:43,Breakfast,1,171,62.08,Male,Window,No,3,No,36-45,Cloudy
Friday,08:26,11:20,Breakfast,6,174,116.15,Female,Booth,Yes,4,No,18-24,Clear
Sunday,19:09,21:24,Lunch,2,135,113.07,Female,Booth,Yes,1,Yes,36-45,Cloudy
Wednesday,15:54,17:25,Lunch,6,91,95.13,Female,Outdoor,No,5,No,18-24,Sunny
Sunday,07:59,10:56,Dinner,1,177,146.96,Female,Window,No,4,Yes,36-45,Sunny
Tuesday,21:22,21:53,Breakfast,3,31,138.51,Male,Window,Yes,1,No,46-55,Clear
Friday,16:04,16:53,Dinner,1,49,149.95,Male,Window,No,2,No,36-45,Clear
Monday,15:57,18:09,Lunch,1,132,110.53,Male,Outdoor,Yes,2,No,56+,Sunny
Saturday,12:01,12:58,Breakfast,6,57,125.17,Female,Window,Yes,4,Yes,25-35,Sunny
Thursday,16:09,17:24,Lunch,5,75,94.04,Other,Window,Yes,5,Yes,36-45,Clear
Sunday,20:59,23:48,Breakfast,3,169,71.58,Male,Booth,No,3,Yes,56+,Clear
Friday,16:01,16:58,Lunch,5,57,69.65,Male,Booth,Yes,5,No,18-24,Cloudy
Monday,10:29,13:17,Lunch,6,168,149.44,Other,Window,No,2,No,25-35,Cloudy
Thursday,07:17,08:35,Dinner,5,78,43.37,Female,Booth,No,3,Yes,25-35,Rainy
Sunday,08:22,10:58,Breakfast,2,156,11.22,Other,Window,Yes,2,No,25-35,Cloudy
Wednesday,11:41,13:39,Dinner,6,118,104.06,Male,Window,No,1,No,56+,Clear
Tuesday,12:55,15:04,Breakfast,4,129,12.49,Female,Booth,Yes,3,Yes,36-45,Sunny
Saturday,07:15,09:59,Dinner,4,164,144.46,Female,Outdoor,Yes,2,No,36-45,Sunny
Tuesday,17:56,20:15,Dinner,4,139,102.86,Male,Window,No,1,No,25-35,Rainy
Wednesday,20:12,21:37,Breakfast,3,85,80.75,Male,Window,Yes,2,No,46-55,Clear
Monday,18:59,21:43,Lunch,6,164,116.83,Female,Booth,No,2,Yes,36-45,Cloudy
Wednesday,19:41,21:05,Lunch,1,84,49.99,Male,Outdoor,Yes,4,Yes,25-35,Sunny
Thursday,15:52,18:37,Lunch,3,165,33.9,Other,Window,Yes,4,No,56+,Sunny
Monday,17:20,19:26,Lunch,3,126,138.41,Other,Window,Yes,3,No,46-55,Rainy
Wednesday,21:09,23:48,Dinner,6,159,53.77,Other,Window,No,3,Yes,36-45,Sunny
Friday,07:06,10:06,Dinner,2,180,106.93,Female,Window,Yes,3,No,25-35,Sunny
Tuesday,06:45,09:27,Breakfast,3,162,149.36,Female,Booth,Yes,5,Yes,46-55,Cloudy
Friday,14:41,16:33,Dinner,4,112,15.8,Other,Outdoor,Yes,2,Yes,56+,Rainy
Friday,14:40,16:22,Dinner,2,102,127.87,Other,Booth,Yes,1,Yes,18-24,Sunny
Saturday,20:23,22:34,Dinner,6,131,53.71,Female,Window,No,1,Yes,18-24,Rainy
Friday,12:34,15:32,Lunch,6,178,78.6,Male,Outdoor,Yes,3,No,36-45,Sunny
Monday,11:17,13:42,Lunch,1,145,118.88,Male,Booth,Yes,1,No,18-24,Sunny
Thursday,16:56,17:40,Breakfast,1,44,61.87,Other,Outdoor,Yes,5,Yes,56+,Rainy
Monday,07:18,10:10,Lunch,3,172,85.51,Other,Booth,No,1,Yes,46-55,Rainy
Thursday,11:26,13:33,Breakfast,4,127,107.67,Female,Outdoor,No,5,Yes,56+,Sunny
Tuesday,10:58,13:23,Breakfast,1,145,26.05,Female,Booth,Yes,3,Yes,18-24,Cloudy
Wednesday,19:39,21:32,Lunch,3,113,12.55,Other,Window,Yes,2,No,25-35,Sunny
Tuesday,17:07,19:42,Lunch,4,155,136.02,Female,Window,Yes,1,No,18-24,Sunny
Thursday,12:54,14:00,Lunch,5,66,94.33,Other,Outdoor,Yes,1,No,36-45,Sunny
Saturday,13:21,15:22,Dinner,1,121,35.56,Other,Window,Yes,2,No,46-55,Rainy
Sunday,21:11,22:56,Dinner,5,105,133.52,Other,Outdoor,Yes,4,Yes,25-35,Cloudy
Saturday,10:01,10:32,Dinner,5,31,137.17,Female,Window,Yes,5,Yes,56+,Sunny
Sunday,12:30,15:27,Breakfast,2,177,105.48,Male,Window,Yes,4,No,56+,Cloudy
Sunday,12:58,14:37,Dinner,3,99,22.63,Other,Window,No,5,Yes,18-24,Cloudy
Saturday,14:35,16:04,Breakfast,5,89,59.41,Female,Booth,Yes,5,No,36-45,Rainy
Wednesday,17:20,19:09,Lunch,6,109,83.59,Other,Window,No,4,Yes,46-55,Clear
Friday,06:28,08:44,Lunch,3,136,35.75,Other,Window,No,1,Yes,56+,Clear
Saturday,15:12,18:07,Breakfast,1,175,50.15,Other,Booth,No,5,No,25-35,Sunny
Saturday,13:56,16:21,Lunch,4,145,17.64,Other,Window,No,5,Yes,46-55,Sunny
Wednesday,11:32,13:38,Lunch,3,126,115.63,Female,Window,Yes,1,Yes,18-24,Sunny
Tuesday,10:34,11:12,Lunch,3,38,20.21,Other,Booth,No,1,Yes,25-35,Sunny
Tuesday,13:50,16:12,Lunch,1,142,124.41,Other,Window,Yes,4,Yes,18-24,Cloudy
Friday,13:33,15:29,Dinner,6,116,77.95,Male,Booth,Yes,2,Yes,25-35,Sunny
Friday,11:10,12:46,Lunch,4,96,68.6,Male,Window,Yes,4,No,18-24,Clear
Friday,12:55,13:40,Dinner,2,45,35.48,Male,Window,Yes,2,Yes,18-24,Clear
Saturday,15:53,16:45,Dinner,3,52,32.37,Male,Window,No,2,No,46-55,Rainy
Sunday,20:09,22:37,Dinner,4,148,61.3,Female,Outdoor,Yes,5,Yes,25-35,Clear
Tuesday,18:18,20:57,Dinner,6,159,125.92,Female,Booth,No,3,No,56+,Rainy
Wednesday,09:49,12:18,Lunch,2,149,25.59,Male,Window,Yes,5,Yes,46-55,Sunny
Monday,11:12,13:48,Lunch,5,156,98.27,Other,Window,No,1,No,18-24,Sunny
Monday,19:32,20:06,Lunch,5,34,33.82,Other,Window,Yes,2,Yes,25-35,Rainy
Saturday,18:50,20:39,Breakfast,4,109,16.98,Male,Window,Yes,5,No,36-45,Rainy
Wednesday,13:52,16:02,Breakfast,5,130,101.3,Other,Booth,No,2,Yes,36-45,Sunny
Tuesday,17:40,18:56,Lunch,2,76,58.91,Female,Booth,No,4,Yes,25-35,Sunny
Tuesday,06:03,08:44,Lunch,3,161,12.21,Female,Window,No,4,No,25-35,Sunny
Sunday,07:47,08:21,Lunch,1,34,136.93,Male,Outdoor,No,1,Yes,25-35,Clear
Sunday,18:54,21:00,Lunch,4,126,77.72,Female,Outdoor,Yes,4,Yes,36-45,Clear
Saturday,09:57,10:43,Dinner,4,46,81.71,Male,Outdoor,No,1,Yes,56+,Sunny
Wednesday,19:19,21:43,Breakfast,4,144,81.03,Male,Outdoor,No,5,Yes,25-35,Cloudy
Wednesday,17:50,18:52,Dinner,5,62,72.59,Male,Outdoor,No,4,Yes,46-55,Rainy
Saturday,06:45,07:53,Breakfast,3,68,133.92,Female,Booth,No,2,No,56+,Clear
Friday,21:06,21:46,Lunch,5,40,62.03,Female,Outdoor,No,1,Yes,25-35,Cloudy
Wednesday,17:28,19:54,Lunch,6,146,43.04,Male,Booth,Yes,4,No,36-45,Clear
Sunday,15:01,17:21,Breakfast,5,140,75.15,Other,Window,Yes,5,Yes,18-24,Cloudy
Monday,17:36,18:57,Breakfast,6,81,64.97,Other,Outdoor,No,4,Yes,36-45,Cloudy
Friday,14:57,16:40,Dinner,2,103,18.92,Other,Outdoor,No,2,No,56+,Sunny
Wednesday,10:05,10:44,Dinner,2,39,32.69,Female,Window,Yes,4,No,25-35,Sunny
Monday,13:48,15:25,Dinner,2,97,81.16,Male,Booth,No,1,Yes,36-45,Cloudy
Thursday,21:11,00:06,Dinner,4,175,70.32,Male,Booth,No,3,Yes,18-24,Sunny
Tuesday,13:41,14:23,Dinner,1,42,25.66,Male,Window,Yes,4,No,56+,Rainy
Thursday,20:31,21:47,Breakfast,5,76,117.32,Male,Booth,No,3,No,25-35,Cloudy
Tuesday,19:57,21:12,Breakfast,4,75,86.22,Female,Outdoor,No,4,Yes,36-45,Clear
Saturday,11:16,13:21,Dinner,2,125,107.13,Female,Outdoor,No,4,Yes,36-45,Rainy
Sunday,08:31,09:21,Lunch,6,50,133.5,Female,Outdoor,Yes,3,Yes,46-55,Cloudy
Tuesday,16:29,18:20,Dinner,2,111,110.65,Male,Booth,Yes,3,No,18-24,Sunny
Tuesday,15:04,17:04,Lunch,2,120,120.51,Other,Outdoor,Yes,5,No,36-45,Sunny
Friday,20:25,21:59,Lunch,4,94,64.27,Other,Booth,Yes,2,Yes,25-35,Rainy
Sunday,06:49,08:27,Lunch,3,98,56.82,Other,Booth,No,4,Yes,25-35,Sunny
Sunday,21:17,22:53,Dinner,5,96,26.06,Other,Booth,Yes,3,Yes,56+,Rainy
Sunday,07:11,09:55,Dinner,6,164,143.06,Female,Window,Yes,2,No,36-45,Rainy
Sunday,14:18,15:37,Breakfast,1,79,130.74,Female,Window,Yes,3,Yes,46-55,Sunny
Wednesday,20:45,21:29,Lunch,4,44,124.76,Other,Outdoor,No,1,No,56+,Clear
Sunday,12:48,14:50,Lunch,4,122,11.21,Other,Outdoor,No,4,Yes,25-35,Cloudy
Wednesday,11:51,13:21,Lunch,1,90,111.18,Other,Window,Yes,2,No,46-55,Clear
Monday,20:18,22:21,Dinner,4,123,122.13,Other,Window,Yes,5,No,18-24,Sunny
Friday,07:21,09:44,Dinner,5,143,18.14,Female,Outdoor,No,4,Yes,18-24,Cloudy
Wednesday,17:45,18:41,Lunch,4,56,116.95,Male,Booth,Yes,2,Yes,46-55,Clear
Monday,08:55,11:12,Dinner,5,137,111.45,Female,Outdoor,No,1,No,18-24,Clear
Tuesday,14:54,17:25,Dinner,6,151,78.99,Other,Booth,Yes,5,Yes,25-35,Sunny
Saturday,13:19,15:03,Dinner,3,104,87.51,Male,Outdoor,Yes,3,Yes,25-35,Rainy
Sunday,21:27,22:44,Dinner,5,77,72.45,Other,Booth,Yes,2,Yes,36-45,Rainy
Monday,19:10,21:55,Breakfast,1,165,117.92,Male,Window,No,5,Yes,18-24,Rainy
Friday,20:50,21:50,Breakfast,5,60,77.85,Male,Outdoor,Yes,4,No,18-24,Rainy
Saturday,10:45,11:17,Lunch,4,32,68.71,Female,Outdoor,No,4,Yes,18-24,Cloudy
Tuesday,10:39,11:51,Lunch,6,72,104.94,Female,Outdoor,No,4,Yes,56+,Clear
Monday,11:55,14:17,Breakfast,5,142,34.94,Female,Window,No,2,Yes,36-45,Sunny
Monday,21:11,21:44,Dinner,5,33,32.04,Female,Outdoor,Yes,2,Yes,18-24,Clear
Thursday,13:02,13:40,Dinner,5,38,142.37,Other,Booth,Yes,4,No,46-55,Clear
Sunday,17:13,19:45,Dinner,5,152,54.27,Female,Outdoor,No,2,Yes,56+,Sunny
Saturday,16:55,18:40,Breakfast,3,105,49.49,Other,Outdoor,Yes,2,No,56+,Clear
Wednesday,17:54,20:33,Lunch,5,159,100.37,Female,Outdoor,Yes,4,No,46-55,Rainy
Wednesday,19:06,19:52,Breakfast,3,46,41.4,Female,Outdoor,Yes,5,No,25-35,Cloudy
Sunday,09:21,10:03,Lunch,1,42,81.11,Female,Booth,Yes,1,Yes,25-35,Cloudy
Sunday,17:29,19:51,Dinner,1,142,116.08,Other,Booth,Yes,4,No,36-45,Cloudy
Friday,20:43,21:41,Lunch,1,58,140.72,Male,Booth,Yes,4,Yes,25-35,Cloudy
Sunday,16:49,18:22,Breakfast,2,93,97.59,Female,Booth,Yes,5,No,46-55,Cloudy
Tuesday,12:13,14:30,Dinner,6,137,126.89,Female,Window,No,5,No,46-55,Rainy
Thursday,13:52,15:04,Dinner,4,72,17.34,Female,Booth,Yes,1,Yes,56+,Rainy
Thursday,20:38,21:16,Breakfast,1,38,10.85,Female,Window,No,4,Yes,36-45,Clear
Tuesday,13:53,15:01,Breakfast,4,68,53.03,Male,Window,Yes,4,Yes,18-24,Sunny
Friday,19:22,21:24,Dinner,1,122,86.85,Other,Booth,No,4,No,18-24,Clear
Friday,15:20,17:40,Lunch,5,140,33.23,Male,Window,Yes,1,Yes,46-55,Clear
Tuesday,09:14,10:25,Dinner,5,71,103.3,Other,Outdoor,Yes,1,No,18-24,Cloudy
Monday,12:25,14:14,Lunch,1,109,101.91,Female,Booth,No,2,Yes,36-45,Cloudy
Friday,11:16,14:14,Breakfast,2,178,109.75,Other,Window,Yes,3,Yes,18-24,Sunny
Sunday,13:45,15:14,Lunch,3,89,96.25,Other,Booth,Yes,1,Yes,56+,Cloudy
Monday,14:04,14:36,Breakfast,4,32,91.99,Other,Outdoor,Yes,2,Yes,36-45,Rainy
Monday,13:15,14:15,Breakfast,1,60,32.53,Other,Outdoor,Yes,3,Yes,18-24,Rainy
Friday,14:32,16:37,Dinner,5,125,70.28,Female,Outdoor,Yes,4,Yes,46-55,Clear
Friday,07:24,07:59,Breakfast,4,35,143.96,Other,Booth,Yes,1,No,25-35,Rainy
Tuesday,18:57,20:59,Breakfast,3,122,50.1,Male,Outdoor,Yes,1,No,56+,Sunny
Tuesday,11:17,13:13,Lunch,2,116,39.99,Other,Window,No,5,No,46-55,Cloudy
Friday,15:55,16:44,Lunch,6,49,43.88,Female,Booth,No,3,No,18-24,Clear
Wednesday,21:42,22:51,Lunch,5,69,54.8,Other,Window,Yes,1,Yes,25-35,Sunny
Wednesday,20:01,20:56,Dinner,1,55,37.54,Male,Booth,Yes,1,Yes,18-24,Clear
Saturday,11:59,14:54,Breakfast,4,175,100.51,Female,Booth,Yes,5,No,56+,Clear
Friday,10:38,12:55,Breakfast,1,137,106.64,Female,Outdoor,Yes,4,No,36-45,Rainy
Saturday,20:01,22:28,Breakfast,3,147,82.92,Other,Outdoor,Yes,3,No,18-24,Cloudy
Saturday,18:06,20:27,Breakfast,6,141,48.27,Other,Window,Yes,1,No,25-35,Cloudy
Monday,07:29,09:28,Breakfast,2,119,138.51,Male,Window,Yes,5,No,36-45,Cloudy
Friday,17:12,19:42,Breakfast,6,150,13.47,Male,Booth,Yes,3,Yes,25-35,Clear
Monday,12:37,13:40,Breakfast,2,63,80.04,Other,Window,No,2,Yes,18-24,Sunny
Monday,16:42,19:32,Breakfast,4,170,141.06,Female,Outdoor,Yes,1,Yes,18-24,Sunny
Thursday,19:39,22:04,Dinner,6,145,98.63,Male,Booth,Yes,3,Yes,56+,Rainy
Tuesday,18:24,19:53,Breakfast,4,89,113.27,Female,Outdoor,Yes,4,Yes,46-55,Clear
Saturday,15:54,16:31,Dinner,2,37,129.66,Female,Window,Yes,4,Yes,25-35,Sunny
Monday,14:30,15:14,Breakfast,5,44,87.1,Male,Window,No,5,Yes,46-55,Cloudy
